ID,Dex,Time,Taker,Taker Address,Taker Amount,Taker Token,Maker,Maker Address,Maker Amount,Maker Token,Tx,Create TS
0,Uniswap,3h ago,🤓 Alameda: Elite Dex Trader,0x0f4ee9631f4be0a63756515141281a3e2b293bbe,"32,113",USDT,🏦 🤖 Uniswap v3 Pool: WETH-USDT,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,17,WETH,,2021-06-24 09:21:51
1,SushiSwap,5h ago,🤓 Alameda: Elite Dex Trader,0x0f4ee9631f4be0a63756515141281a3e2b293bbe,"7,049",SRM,🏦 🤖 Sushiswap Pool: SRM-WETH,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,10,WETH,,2021-06-24 09:21:51
2,Uniswap,5h ago,🤓 Alameda: Elite Dex Trader,0x0f4ee9631f4be0a63756515141281a3e2b293bbe,6.56,WETH,🏦 🤖 Uniswap v3 Pool: MATIC-WETH,0x7d1afa7b718fb893db30a3abc0cfc608aacfebb0,"10,661",MATIC,,2021-06-24 09:21:51
3,SushiSwap,5h ago,🤓 Alameda: Elite Dex Trader,0x0f4ee9631f4be0a63756515141281a3e2b293bbe,6.3,WETH,🏦 🤖 Sushiswap Pool: COMP-WETH,0xc00e94cb662c3520282e6f5717214004a7f26888,52,COMP,,2021-06-24 09:21:51
4,Uniswap,6h ago,🤓 Alameda: Elite Dex Trader,0x0f4ee9631f4be0a63756515141281a3e2b293bbe,13,WETH,🏦 🤖 Uniswap v3 Pool: MATIC-WETH,0x7d1afa7b718fb893db30a3abc0cfc608aacfebb0,"22,236",MATIC,,2021-06-24 09:21:51
5,0x,7h ago,OpenSea User,0x79ec99e7e395088fd73ccb8321bf528cabebc37f,.2514,WETH,🤓 🤖 Wintermute,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,475,USDC,,2021-06-24 09:21:51
6,Uniswap,8h ago,🤓 Alameda: Elite Dex Trader,0x0f4ee9631f4be0a63756515141281a3e2b293bbe,14,WETH,🏦 🤖 Uniswap v3 Pool: MATIC-WETH,0x7d1afa7b718fb893db30a3abc0cfc608aacfebb0,"22,699",MATIC,,2021-06-24 09:21:51
7,Uniswap,9h ago,🤓 Alameda: Elite Dex Trader,0x0f4ee9631f4be0a63756515141281a3e2b293bbe,18,WETH,🏦 🤖 Uniswap v3 Pool: MATIC-WETH,0x7d1afa7b718fb893db30a3abc0cfc608aacfebb0,"30,526",MATIC,,2021-06-24 09:21:51
8,SushiSwap,10h ago,🤓 Alameda: Elite Dex Trader,0x0f4ee9631f4be0a63756515141281a3e2b293bbe,7.58,WETH,🏦 🤖 Sushiswap Pool: SRM-WETH,0x476c5e26a75bd202a9683ffd34359c0cc15be0ff,"5,201",SRM,,2021-06-24 09:21:51
9,Uniswap,11h ago,🤓 Alameda: Elite Dex Trader,0x0f4ee9631f4be0a63756515141281a3e2b293bbe,8.13,WETH,🏦 🤖 Uniswap v3 Pool: MATIC-WETH,0x7d1afa7b718fb893db30a3abc0cfc608aacfebb0,"13,601",MATIC,,2021-06-24 09:21:51
10,0x,12h ago,Medium Dex Trader,0xe16397e5c926472b465e459741285a784bf19e0f,"1,891",DAI,🤓 🤖 Wintermute,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,"1,891",USDC,,2021-06-24 09:21:51
11,Uniswap,12h ago,🤓 Alameda: Elite Dex Trader,0x0f4ee9631f4be0a63756515141281a3e2b293bbe,"65,221",USDT,🏦 🤖 Uniswap v2 Pool: WETH-USDT,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,34,WETH,,2021-06-24 09:21:51
12,Uniswap,13h ago,🤓 Alameda: Elite Dex Trader,0x0f4ee9631f4be0a63756515141281a3e2b293bbe,"62,148",USDT,🏦 🤖 Uniswap v2 Pool: WETH-USDT,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,32,WETH,,2021-06-24 09:21:51
13,Uniswap,13h ago,🤓 Alameda: Elite Dex Trader,0x0f4ee9631f4be0a63756515141281a3e2b293bbe,"88,603",USDT,🏦 🤖 Uniswap v2 Pool: WETH-USDT,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,46,WETH,,2021-06-24 09:21:51
14,0x,17h ago,Heavy Dex Trader,0xec63913528365fc4b845df57171b63d71ec68442,"1,000",USDC,🤓 🤖 Wintermute,0x6b175474e89094c44da98b954eedeac495271d0f,999,DAI,,2021-06-24 09:21:51
15,Uniswap,17h ago,🤓 Alameda: Elite Dex Trader,0x0f4ee9631f4be0a63756515141281a3e2b293bbe,27,WETH,🏦 🤖 Uniswap v3 Pool: WETH-USDT,0xdac17f958d2ee523a2206206994597c13d831ec7,"53,252",USDT,,2021-06-24 09:21:51
16,SushiSwap,18h ago,🤓 Alameda: Elite Dex Trader,0x0f4ee9631f4be0a63756515141281a3e2b293bbe,"3,850",SRM,🏦 🤖 Sushiswap Pool: SRM-WETH,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,5.67,WETH,,2021-06-24 09:21:51
17,SushiSwap,20h ago,🤓 Alameda: Elite Dex Trader,0x0f4ee9631f4be0a63756515141281a3e2b293bbe,20,WETH,🏦 🤖 Sushiswap Pool: SRM-WETH,0x476c5e26a75bd202a9683ffd34359c0cc15be0ff,"12,835",SRM,,2021-06-24 09:21:51
0,Uniswap,14m ago,🤓 Alameda: Elite Dex Trader,0x0f4ee9631f4be0a63756515141281a3e2b293bbe,"44,580",USDC,🏦 🤖 Uniswap v3 Pool: USDC-WETH,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,23,WETH,,2021-06-24 09:52:59
1,Uniswap,3h ago,🤓 Alameda: Elite Dex Trader,0x0f4ee9631f4be0a63756515141281a3e2b293bbe,"32,113",USDT,🏦 🤖 Uniswap v3 Pool: WETH-USDT,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,17,WETH,,2021-06-24 09:52:59
2,SushiSwap,5h ago,🤓 Alameda: Elite Dex Trader,0x0f4ee9631f4be0a63756515141281a3e2b293bbe,"7,049",SRM,🏦 🤖 Sushiswap Pool: SRM-WETH,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,10,WETH,,2021-06-24 09:52:59
3,Uniswap,6h ago,🤓 Alameda: Elite Dex Trader,0x0f4ee9631f4be0a63756515141281a3e2b293bbe,6.56,WETH,🏦 🤖 Uniswap v3 Pool: MATIC-WETH,0x7d1afa7b718fb893db30a3abc0cfc608aacfebb0,"10,661",MATIC,,2021-06-24 09:52:59
4,SushiSwap,6h ago,🤓 Alameda: Elite Dex Trader,0x0f4ee9631f4be0a63756515141281a3e2b293bbe,6.3,WETH,🏦 🤖 Sushiswap Pool: COMP-WETH,0xc00e94cb662c3520282e6f5717214004a7f26888,52,COMP,,2021-06-24 09:52:59
5,Uniswap,7h ago,🤓 Alameda: Elite Dex Trader,0x0f4ee9631f4be0a63756515141281a3e2b293bbe,13,WETH,🏦 🤖 Uniswap v3 Pool: MATIC-WETH,0x7d1afa7b718fb893db30a3abc0cfc608aacfebb0,"22,236",MATIC,,2021-06-24 09:52:59
6,0x,7h ago,OpenSea User,0x79ec99e7e395088fd73ccb8321bf528cabebc37f,.2514,WETH,🤓 🤖 Wintermute,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,475,USDC,,2021-06-24 09:52:59
7,Uniswap,8h ago,🤓 Alameda: Elite Dex Trader,0x0f4ee9631f4be0a63756515141281a3e2b293bbe,14,WETH,🏦 🤖 Uniswap v3 Pool: MATIC-WETH,0x7d1afa7b718fb893db30a3abc0cfc608aacfebb0,"22,699",MATIC,,2021-06-24 09:52:59
8,Uniswap,9h ago,🤓 Alameda: Elite Dex Trader,0x0f4ee9631f4be0a63756515141281a3e2b293bbe,18,WETH,🏦 🤖 Uniswap v3 Pool: MATIC-WETH,0x7d1afa7b718fb893db30a3abc0cfc608aacfebb0,"30,526",MATIC,,2021-06-24 09:52:59
9,SushiSwap,10h ago,🤓 Alameda: Elite Dex Trader,0x0f4ee9631f4be0a63756515141281a3e2b293bbe,7.58,WETH,🏦 🤖 Sushiswap Pool: SRM-WETH,0x476c5e26a75bd202a9683ffd34359c0cc15be0ff,"5,201",SRM,,2021-06-24 09:52:59
10,Uniswap,12h ago,🤓 Alameda: Elite Dex Trader,0x0f4ee9631f4be0a63756515141281a3e2b293bbe,8.13,WETH,🏦 🤖 Uniswap v3 Pool: MATIC-WETH,0x7d1afa7b718fb893db30a3abc0cfc608aacfebb0,"13,601",MATIC,,2021-06-24 09:52:59
11,0x,13h ago,Medium Dex Trader,0xe16397e5c926472b465e459741285a784bf19e0f,"1,891",DAI,🤓 🤖 Wintermute,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,"1,891",USDC,,2021-06-24 09:52:59
12,Uniswap,13h ago,🤓 Alameda: Elite Dex Trader,0x0f4ee9631f4be0a63756515141281a3e2b293bbe,"65,221",USDT,🏦 🤖 Uniswap v2 Pool: WETH-USDT,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,34,WETH,,2021-06-24 09:52:59
13,Uniswap,13h ago,🤓 Alameda: Elite Dex Trader,0x0f4ee9631f4be0a63756515141281a3e2b293bbe,"62,148",USDT,🏦 🤖 Uniswap v2 Pool: WETH-USDT,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,32,WETH,,2021-06-24 09:52:59
14,Uniswap,14h ago,🤓 Alameda: Elite Dex Trader,0x0f4ee9631f4be0a63756515141281a3e2b293bbe,"88,603",USDT,🏦 🤖 Uniswap v2 Pool: WETH-USDT,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,46,WETH,,2021-06-24 09:52:59
15,0x,18h ago,Heavy Dex Trader,0xec63913528365fc4b845df57171b63d71ec68442,"1,000",USDC,🤓 🤖 Wintermute,0x6b175474e89094c44da98b954eedeac495271d0f,999,DAI,,2021-06-24 09:52:59
16,Uniswap,18h ago,🤓 Alameda: Elite Dex Trader,0x0f4ee9631f4be0a63756515141281a3e2b293bbe,27,WETH,🏦 🤖 Uniswap v3 Pool: WETH-USDT,0xdac17f958d2ee523a2206206994597c13d831ec7,"53,252",USDT,,2021-06-24 09:52:59
17,SushiSwap,18h ago,🤓 Alameda: Elite Dex Trader,0x0f4ee9631f4be0a63756515141281a3e2b293bbe,"3,850",SRM,🏦 🤖 Sushiswap Pool: SRM-WETH,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,5.67,WETH,,2021-06-24 09:52:59
18,SushiSwap,21h ago,🤓 Alameda: Elite Dex Trader,0x0f4ee9631f4be0a63756515141281a3e2b293bbe,20,WETH,🏦 🤖 Sushiswap Pool: SRM-WETH,0x476c5e26a75bd202a9683ffd34359c0cc15be0ff,"12,835",SRM,,2021-06-24 09:52:59
0,Uniswap,45m ago,🤓 Alameda: Elite Dex Trader,0x0f4ee9631f4be0a63756515141281a3e2b293bbe,"44,580",USDC,🏦 🤖 Uniswap v3 Pool: USDC-WETH,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,23,WETH,,2021-06-24 10:23:55
1,Uniswap,4h ago,🤓 Alameda: Elite Dex Trader,0x0f4ee9631f4be0a63756515141281a3e2b293bbe,"32,113",USDT,🏦 🤖 Uniswap v3 Pool: WETH-USDT,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,17,WETH,,2021-06-24 10:23:55
2,SushiSwap,6h ago,🤓 Alameda: Elite Dex Trader,0x0f4ee9631f4be0a63756515141281a3e2b293bbe,"7,049",SRM,🏦 🤖 Sushiswap Pool: SRM-WETH,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,10,WETH,,2021-06-24 10:23:55
3,Uniswap,6h ago,🤓 Alameda: Elite Dex Trader,0x0f4ee9631f4be0a63756515141281a3e2b293bbe,6.56,WETH,🏦 🤖 Uniswap v3 Pool: MATIC-WETH,0x7d1afa7b718fb893db30a3abc0cfc608aacfebb0,"10,661",MATIC,,2021-06-24 10:23:55
4,SushiSwap,6h ago,🤓 Alameda: Elite Dex Trader,0x0f4ee9631f4be0a63756515141281a3e2b293bbe,6.3,WETH,🏦 🤖 Sushiswap Pool: COMP-WETH,0xc00e94cb662c3520282e6f5717214004a7f26888,52,COMP,,2021-06-24 10:23:55
5,Uniswap,7h ago,🤓 Alameda: Elite Dex Trader,0x0f4ee9631f4be0a63756515141281a3e2b293bbe,13,WETH,🏦 🤖 Uniswap v3 Pool: MATIC-WETH,0x7d1afa7b718fb893db30a3abc0cfc608aacfebb0,"22,236",MATIC,,2021-06-24 10:23:55
6,0x,8h ago,OpenSea User,0x79ec99e7e395088fd73ccb8321bf528cabebc37f,.2514,WETH,🤓 🤖 Wintermute,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,475,USDC,,2021-06-24 10:23:55
7,Uniswap,9h ago,🤓 Alameda: Elite Dex Trader,0x0f4ee9631f4be0a63756515141281a3e2b293bbe,14,WETH,🏦 🤖 Uniswap v3 Pool: MATIC-WETH,0x7d1afa7b718fb893db30a3abc0cfc608aacfebb0,"22,699",MATIC,,2021-06-24 10:23:55
8,Uniswap,10h ago,🤓 Alameda: Elite Dex Trader,0x0f4ee9631f4be0a63756515141281a3e2b293bbe,18,WETH,🏦 🤖 Uniswap v3 Pool: MATIC-WETH,0x7d1afa7b718fb893db30a3abc0cfc608aacfebb0,"30,526",MATIC,,2021-06-24 10:23:55
9,SushiSwap,11h ago,🤓 Alameda: Elite Dex Trader,0x0f4ee9631f4be0a63756515141281a3e2b293bbe,7.58,WETH,🏦 🤖 Sushiswap Pool: SRM-WETH,0x476c5e26a75bd202a9683ffd34359c0cc15be0ff,"5,201",SRM,,2021-06-24 10:23:55
10,Uniswap,12h ago,🤓 Alameda: Elite Dex Trader,0x0f4ee9631f4be0a63756515141281a3e2b293bbe,8.13,WETH,🏦 🤖 Uniswap v3 Pool: MATIC-WETH,0x7d1afa7b718fb893db30a3abc0cfc608aacfebb0,"13,601",MATIC,,2021-06-24 10:23:55
11,0x,13h ago,Medium Dex Trader,0xe16397e5c926472b465e459741285a784bf19e0f,"1,891",DAI,🤓 🤖 Wintermute,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,"1,891",USDC,,2021-06-24 10:23:55
12,Uniswap,13h ago,🤓 Alameda: Elite Dex Trader,0x0f4ee9631f4be0a63756515141281a3e2b293bbe,"65,221",USDT,🏦 🤖 Uniswap v2 Pool: WETH-USDT,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,34,WETH,,2021-06-24 10:23:55
13,Uniswap,14h ago,🤓 Alameda: Elite Dex Trader,0x0f4ee9631f4be0a63756515141281a3e2b293bbe,"62,148",USDT,🏦 🤖 Uniswap v2 Pool: WETH-USDT,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,32,WETH,,2021-06-24 10:23:55
14,Uniswap,14h ago,🤓 Alameda: Elite Dex Trader,0x0f4ee9631f4be0a63756515141281a3e2b293bbe,"88,603",USDT,🏦 🤖 Uniswap v2 Pool: WETH-USDT,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,46,WETH,,2021-06-24 10:23:55
15,0x,18h ago,Heavy Dex Trader,0xec63913528365fc4b845df57171b63d71ec68442,"1,000",USDC,🤓 🤖 Wintermute,0x6b175474e89094c44da98b954eedeac495271d0f,999,DAI,,2021-06-24 10:23:55
16,Uniswap,18h ago,🤓 Alameda: Elite Dex Trader,0x0f4ee9631f4be0a63756515141281a3e2b293bbe,27,WETH,🏦 🤖 Uniswap v3 Pool: WETH-USDT,0xdac17f958d2ee523a2206206994597c13d831ec7,"53,252",USDT,,2021-06-24 10:23:55
17,SushiSwap,19h ago,🤓 Alameda: Elite Dex Trader,0x0f4ee9631f4be0a63756515141281a3e2b293bbe,"3,850",SRM,🏦 🤖 Sushiswap Pool: SRM-WETH,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,5.67,WETH,,2021-06-24 10:23:55
18,SushiSwap,21h ago,🤓 Alameda: Elite Dex Trader,0x0f4ee9631f4be0a63756515141281a3e2b293bbe,20,WETH,🏦 🤖 Sushiswap Pool: SRM-WETH,0x476c5e26a75bd202a9683ffd34359c0cc15be0ff,"12,835",SRM,,2021-06-24 10:23:55
0,Uniswap,1h ago,🤓 Alameda: Elite Dex Trader,0x0f4ee9631f4be0a63756515141281a3e2b293bbe,"44,580",USDC,🏦 🤖 Uniswap v3 Pool: USDC-WETH,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,23,WETH,,2021-06-24 10:54:31
1,Uniswap,4h ago,🤓 Alameda: Elite Dex Trader,0x0f4ee9631f4be0a63756515141281a3e2b293bbe,"32,113",USDT,🏦 🤖 Uniswap v3 Pool: WETH-USDT,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,17,WETH,,2021-06-24 10:54:31
2,SushiSwap,6h ago,🤓 Alameda: Elite Dex Trader,0x0f4ee9631f4be0a63756515141281a3e2b293bbe,"7,049",SRM,🏦 🤖 Sushiswap Pool: SRM-WETH,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,10,WETH,,2021-06-24 10:54:31
3,Uniswap,7h ago,🤓 Alameda: Elite Dex Trader,0x0f4ee9631f4be0a63756515141281a3e2b293bbe,6.56,WETH,🏦 🤖 Uniswap v3 Pool: MATIC-WETH,0x7d1afa7b718fb893db30a3abc0cfc608aacfebb0,"10,661",MATIC,,2021-06-24 10:54:31
4,SushiSwap,7h ago,🤓 Alameda: Elite Dex Trader,0x0f4ee9631f4be0a63756515141281a3e2b293bbe,6.3,WETH,🏦 🤖 Sushiswap Pool: COMP-WETH,0xc00e94cb662c3520282e6f5717214004a7f26888,52,COMP,,2021-06-24 10:54:31
5,Uniswap,8h ago,🤓 Alameda: Elite Dex Trader,0x0f4ee9631f4be0a63756515141281a3e2b293bbe,13,WETH,🏦 🤖 Uniswap v3 Pool: MATIC-WETH,0x7d1afa7b718fb893db30a3abc0cfc608aacfebb0,"22,236",MATIC,,2021-06-24 10:54:31
6,0x,8h ago,OpenSea User,0x79ec99e7e395088fd73ccb8321bf528cabebc37f,.2514,WETH,🤓 🤖 Wintermute,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,475,USDC,,2021-06-24 10:54:31
7,Uniswap,9h ago,🤓 Alameda: Elite Dex Trader,0x0f4ee9631f4be0a63756515141281a3e2b293bbe,14,WETH,🏦 🤖 Uniswap v3 Pool: MATIC-WETH,0x7d1afa7b718fb893db30a3abc0cfc608aacfebb0,"22,699",MATIC,,2021-06-24 10:54:31
8,Uniswap,10h ago,🤓 Alameda: Elite Dex Trader,0x0f4ee9631f4be0a63756515141281a3e2b293bbe,18,WETH,🏦 🤖 Uniswap v3 Pool: MATIC-WETH,0x7d1afa7b718fb893db30a3abc0cfc608aacfebb0,"30,526",MATIC,,2021-06-24 10:54:31
9,SushiSwap,11h ago,🤓 Alameda: Elite Dex Trader,0x0f4ee9631f4be0a63756515141281a3e2b293bbe,7.58,WETH,🏦 🤖 Sushiswap Pool: SRM-WETH,0x476c5e26a75bd202a9683ffd34359c0cc15be0ff,"5,201",SRM,,2021-06-24 10:54:31
10,Uniswap,13h ago,🤓 Alameda: Elite Dex Trader,0x0f4ee9631f4be0a63756515141281a3e2b293bbe,8.13,WETH,🏦 🤖 Uniswap v3 Pool: MATIC-WETH,0x7d1afa7b718fb893db30a3abc0cfc608aacfebb0,"13,601",MATIC,,2021-06-24 10:54:31
11,0x,14h ago,Medium Dex Trader,0xe16397e5c926472b465e459741285a784bf19e0f,"1,891",DAI,🤓 🤖 Wintermute,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,"1,891",USDC,,2021-06-24 10:54:31
12,Uniswap,14h ago,🤓 Alameda: Elite Dex Trader,0x0f4ee9631f4be0a63756515141281a3e2b293bbe,"65,221",USDT,🏦 🤖 Uniswap v2 Pool: WETH-USDT,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,34,WETH,,2021-06-24 10:54:31
13,Uniswap,14h ago,🤓 Alameda: Elite Dex Trader,0x0f4ee9631f4be0a63756515141281a3e2b293bbe,"62,148",USDT,🏦 🤖 Uniswap v2 Pool: WETH-USDT,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,32,WETH,,2021-06-24 10:54:31
14,Uniswap,15h ago,🤓 Alameda: Elite Dex Trader,0x0f4ee9631f4be0a63756515141281a3e2b293bbe,"88,603",USDT,🏦 🤖 Uniswap v2 Pool: WETH-USDT,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,46,WETH,,2021-06-24 10:54:31
15,0x,19h ago,Heavy Dex Trader,0xec63913528365fc4b845df57171b63d71ec68442,"1,000",USDC,🤓 🤖 Wintermute,0x6b175474e89094c44da98b954eedeac495271d0f,999,DAI,,2021-06-24 10:54:31
16,Uniswap,19h ago,🤓 Alameda: Elite Dex Trader,0x0f4ee9631f4be0a63756515141281a3e2b293bbe,27,WETH,🏦 🤖 Uniswap v3 Pool: WETH-USDT,0xdac17f958d2ee523a2206206994597c13d831ec7,"53,252",USDT,,2021-06-24 10:54:31
17,SushiSwap,19h ago,🤓 Alameda: Elite Dex Trader,0x0f4ee9631f4be0a63756515141281a3e2b293bbe,"3,850",SRM,🏦 🤖 Sushiswap Pool: SRM-WETH,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,5.67,WETH,,2021-06-24 10:54:31
18,SushiSwap,22h ago,🤓 Alameda: Elite Dex Trader,0x0f4ee9631f4be0a63756515141281a3e2b293bbe,20,WETH,🏦 🤖 Sushiswap Pool: SRM-WETH,0x476c5e26a75bd202a9683ffd34359c0cc15be0ff,"12,835",SRM,,2021-06-24 10:54:31
0,Uniswap,2h ago,🤓 Alameda: Elite Dex Trader,0x0f4ee9631f4be0a63756515141281a3e2b293bbe,"44,580",USDC,🏦 🤖 Uniswap v3 Pool: USDC-WETH,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,23,WETH,,2021-06-24 11:25:06
1,Uniswap,5h ago,🤓 Alameda: Elite Dex Trader,0x0f4ee9631f4be0a63756515141281a3e2b293bbe,"32,113",USDT,🏦 🤖 Uniswap v3 Pool: WETH-USDT,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,17,WETH,,2021-06-24 11:25:06
2,SushiSwap,7h ago,🤓 Alameda: Elite Dex Trader,0x0f4ee9631f4be0a63756515141281a3e2b293bbe,"7,049",SRM,🏦 🤖 Sushiswap Pool: SRM-WETH,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,10,WETH,,2021-06-24 11:25:06
3,Uniswap,7h ago,🤓 Alameda: Elite Dex Trader,0x0f4ee9631f4be0a63756515141281a3e2b293bbe,6.56,WETH,🏦 🤖 Uniswap v3 Pool: MATIC-WETH,0x7d1afa7b718fb893db30a3abc0cfc608aacfebb0,"10,661",MATIC,,2021-06-24 11:25:06
4,SushiSwap,7h ago,🤓 Alameda: Elite Dex Trader,0x0f4ee9631f4be0a63756515141281a3e2b293bbe,6.3,WETH,🏦 🤖 Sushiswap Pool: COMP-WETH,0xc00e94cb662c3520282e6f5717214004a7f26888,52,COMP,,2021-06-24 11:25:06
5,Uniswap,8h ago,🤓 Alameda: Elite Dex Trader,0x0f4ee9631f4be0a63756515141281a3e2b293bbe,13,WETH,🏦 🤖 Uniswap v3 Pool: MATIC-WETH,0x7d1afa7b718fb893db30a3abc0cfc608aacfebb0,"22,236",MATIC,,2021-06-24 11:25:06
6,0x,9h ago,OpenSea User,0x79ec99e7e395088fd73ccb8321bf528cabebc37f,.2514,WETH,🤓 🤖 Wintermute,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,475,USDC,,2021-06-24 11:25:06
7,Uniswap,10h ago,🤓 Alameda: Elite Dex Trader,0x0f4ee9631f4be0a63756515141281a3e2b293bbe,14,WETH,🏦 🤖 Uniswap v3 Pool: MATIC-WETH,0x7d1afa7b718fb893db30a3abc0cfc608aacfebb0,"22,699",MATIC,,2021-06-24 11:25:06
8,Uniswap,11h ago,🤓 Alameda: Elite Dex Trader,0x0f4ee9631f4be0a63756515141281a3e2b293bbe,18,WETH,🏦 🤖 Uniswap v3 Pool: MATIC-WETH,0x7d1afa7b718fb893db30a3abc0cfc608aacfebb0,"30,526",MATIC,,2021-06-24 11:25:06
9,SushiSwap,12h ago,🤓 Alameda: Elite Dex Trader,0x0f4ee9631f4be0a63756515141281a3e2b293bbe,7.58,WETH,🏦 🤖 Sushiswap Pool: SRM-WETH,0x476c5e26a75bd202a9683ffd34359c0cc15be0ff,"5,201",SRM,,2021-06-24 11:25:06
10,Uniswap,13h ago,🤓 Alameda: Elite Dex Trader,0x0f4ee9631f4be0a63756515141281a3e2b293bbe,8.13,WETH,🏦 🤖 Uniswap v3 Pool: MATIC-WETH,0x7d1afa7b718fb893db30a3abc0cfc608aacfebb0,"13,601",MATIC,,2021-06-24 11:25:06
11,0x,14h ago,Medium Dex Trader,0xe16397e5c926472b465e459741285a784bf19e0f,"1,891",DAI,🤓 🤖 Wintermute,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,"1,891",USDC,,2021-06-24 11:25:06
12,Uniswap,14h ago,🤓 Alameda: Elite Dex Trader,0x0f4ee9631f4be0a63756515141281a3e2b293bbe,"65,221",USDT,🏦 🤖 Uniswap v2 Pool: WETH-USDT,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,34,WETH,,2021-06-24 11:25:06
13,Uniswap,15h ago,🤓 Alameda: Elite Dex Trader,0x0f4ee9631f4be0a63756515141281a3e2b293bbe,"62,148",USDT,🏦 🤖 Uniswap v2 Pool: WETH-USDT,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,32,WETH,,2021-06-24 11:25:06
14,Uniswap,15h ago,🤓 Alameda: Elite Dex Trader,0x0f4ee9631f4be0a63756515141281a3e2b293bbe,"88,603",USDT,🏦 🤖 Uniswap v2 Pool: WETH-USDT,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,46,WETH,,2021-06-24 11:25:06
15,0x,19h ago,Heavy Dex Trader,0xec63913528365fc4b845df57171b63d71ec68442,"1,000",USDC,🤓 🤖 Wintermute,0x6b175474e89094c44da98b954eedeac495271d0f,999,DAI,,2021-06-24 11:25:06
16,Uniswap,19h ago,🤓 Alameda: Elite Dex Trader,0x0f4ee9631f4be0a63756515141281a3e2b293bbe,27,WETH,🏦 🤖 Uniswap v3 Pool: WETH-USDT,0xdac17f958d2ee523a2206206994597c13d831ec7,"53,252",USDT,,2021-06-24 11:25:06
17,SushiSwap,20h ago,🤓 Alameda: Elite Dex Trader,0x0f4ee9631f4be0a63756515141281a3e2b293bbe,"3,850",SRM,🏦 🤖 Sushiswap Pool: SRM-WETH,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,5.67,WETH,,2021-06-24 11:25:06
18,SushiSwap,22h ago,🤓 Alameda: Elite Dex Trader,0x0f4ee9631f4be0a63756515141281a3e2b293bbe,20,WETH,🏦 🤖 Sushiswap Pool: SRM-WETH,0x476c5e26a75bd202a9683ffd34359c0cc15be0ff,"12,835",SRM,,2021-06-24 11:25:06
0,Uniswap,23m ago,🤓 Alameda: Compound,0x7578e676b3706aa65a4d7b9bd621922a305552db,.001,WETH,🏦 🤖 Uniswap v3 Pool: DAI-WETH,0x6b175474e89094c44da98b954eedeac495271d0f,1.94,DAI,,2021-06-24 11:55:55
1,Uniswap,25m ago,🤓 Alameda: Elite Dex Trader,0x0f4ee9631f4be0a63756515141281a3e2b293bbe,13,WETH,🏦 🤖 Uniswap v3 Pool: MATIC-WETH,0x7d1afa7b718fb893db30a3abc0cfc608aacfebb0,"21,939",MATIC,,2021-06-24 11:55:55
