ID,Dex,Time,Taker,Taker Address,Taker Amount,Taker Token,Maker,Maker Address,Maker Amount,Maker Token,Tx,Create TS
12,Uniswap,22h ago,🤓 Alameda: Elite Dex Trader,0x0f4ee9631f4be0a63756515141281a3e2b293bbe,.43,YFI,🏦 🤖 Uniswap v3 Pool: YFI-WETH,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,6.42,WETH,,2021-07-03 21:30:27
13,SushiSwap,22h ago,🤓 Alameda: Elite Dex Trader,0x0f4ee9631f4be0a63756515141281a3e2b293bbe,5.95,WETH,🏦 🤖 Sushiswap Pool: COMP-WETH,0xc00e94cb662c3520282e6f5717214004a7f26888,35,COMP,,2021-07-03 21:30:27
14,Uniswap,22h ago,🤓 Alameda: Elite Dex Trader,0x0f4ee9631f4be0a63756515141281a3e2b293bbe,5.13,WETH,🏦 🤖 Uniswap v3 Pool: LINK-WETH,0x514910771af9ca656af840dff83e8264ecf986ca,605,LINK,,2021-07-03 21:30:27
15,Uniswap,22h ago,🤓 Alameda: Elite Dex Trader,0x0f4ee9631f4be0a63756515141281a3e2b293bbe,.4949,YFI,🏦 🤖 Uniswap v3 Pool: YFI-WETH,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,7.39,WETH,,2021-07-03 21:30:27
16,Uniswap,23h ago,🤓 Alameda: Elite Dex Trader,0x0f4ee9631f4be0a63756515141281a3e2b293bbe,"41,975",DAI,🏦 🤖 Uniswap v2 Pool: DAI-WETH,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,19,WETH,,2021-07-03 21:30:27
17,Uniswap,23h ago,🤓 Alameda: Elite Dex Trader,0x0f4ee9631f4be0a63756515141281a3e2b293bbe,"26,287",MATIC,🏦 🤖 Uniswap v3 Pool: MATIC-WETH,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,14,WETH,,2021-07-03 21:30:27
0,0x,2h ago,Dex Trader,0x1a8eac795c480c750696e6d109b25a766dc1043d,266,DAI,🤓 🤖 Wintermute,0xdac17f958d2ee523a2206206994597c13d831ec7,266,USDT,,2021-07-03 22:01:09
1,Uniswap,4h ago,🤓 Alameda: Elite Dex Trader,0x0f4ee9631f4be0a63756515141281a3e2b293bbe,6.53,WETH,🏦 🤖 Uniswap v3 Pool: MATIC-WETH,0x7d1afa7b718fb893db30a3abc0cfc608aacfebb0,"12,762",MATIC,,2021-07-03 22:01:09
2,SushiSwap,7h ago,🤓 Alameda: Elite Dex Trader,0x0f4ee9631f4be0a63756515141281a3e2b293bbe,"6,902",SRM,🏦 🤖 Sushiswap Pool: SRM-WETH,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,10,WETH,,2021-07-03 22:01:09
3,SushiSwap,7h ago,🤓 Alameda: Elite Dex Trader,0x0f4ee9631f4be0a63756515141281a3e2b293bbe,44,COMP,🏦 🤖 Sushiswap Pool: COMP-WETH,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,7.34,WETH,,2021-07-03 22:01:09
4,Uniswap,8h ago,🤓 Alameda: Elite Dex Trader,0x0f4ee9631f4be0a63756515141281a3e2b293bbe,"55,996",USDT,🏦 🤖 Uniswap v2 Pool: WETH-USDT,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,25,WETH,,2021-07-03 22:01:09
5,Uniswap,10h ago,🤓 Alameda: Elite Dex Trader,0x0f4ee9631f4be0a63756515141281a3e2b293bbe,"177,052",USDT,🏦 🤖 Uniswap v2 Pool: WETH-USDT,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,80,WETH,,2021-07-03 22:01:09
6,Uniswap,11h ago,🤓 Alameda: Elite Dex Trader,0x0f4ee9631f4be0a63756515141281a3e2b293bbe,5.89,WETH,🏦 🤖 Uniswap v3 Pool: MATIC-WETH,0x7d1afa7b718fb893db30a3abc0cfc608aacfebb0,"11,581",MATIC,,2021-07-03 22:01:09
7,Uniswap,12h ago,🤓 Alameda: Elite Dex Trader,0x0f4ee9631f4be0a63756515141281a3e2b293bbe,.3546,YFI,🏦 🤖 Uniswap v3 Pool: YFI-WETH,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,5.26,WETH,,2021-07-03 22:01:09
8,Uniswap,13h ago,🤓 Alameda: Elite Dex Trader,0x0f4ee9631f4be0a63756515141281a3e2b293bbe,"59,961",USDT,🏦 🤖 Uniswap v2 Pool: WETH-USDT,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,27,WETH,,2021-07-03 22:01:09
9,Uniswap,21h ago,🤓 Alameda: Elite Dex Trader,0x0f4ee9631f4be0a63756515141281a3e2b293bbe,702,LINK,🏦 🤖 Uniswap v3 Pool: LINK-WETH,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,5.91,WETH,,2021-07-03 22:01:09
10,SushiSwap,21h ago,🤓 Alameda: Elite Dex Trader,0x0f4ee9631f4be0a63756515141281a3e2b293bbe,6.69,WETH,🏦 🤖 Sushiswap Pool: COMP-WETH,0xc00e94cb662c3520282e6f5717214004a7f26888,39,COMP,,2021-07-03 22:01:09
11,Uniswap,22h ago,🤓 Alameda: Elite Dex Trader,0x0f4ee9631f4be0a63756515141281a3e2b293bbe,"41,621",DAI,🏦 🤖 Uniswap v2 Pool: DAI-WETH,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,19,WETH,,2021-07-03 22:01:09
12,Uniswap,22h ago,🤓 Alameda: Elite Dex Trader,0x0f4ee9631f4be0a63756515141281a3e2b293bbe,.43,YFI,🏦 🤖 Uniswap v3 Pool: YFI-WETH,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,6.42,WETH,,2021-07-03 22:01:09
13,SushiSwap,22h ago,🤓 Alameda: Elite Dex Trader,0x0f4ee9631f4be0a63756515141281a3e2b293bbe,5.95,WETH,🏦 🤖 Sushiswap Pool: COMP-WETH,0xc00e94cb662c3520282e6f5717214004a7f26888,35,COMP,,2021-07-03 22:01:09
14,Uniswap,23h ago,🤓 Alameda: Elite Dex Trader,0x0f4ee9631f4be0a63756515141281a3e2b293bbe,5.13,WETH,🏦 🤖 Uniswap v3 Pool: LINK-WETH,0x514910771af9ca656af840dff83e8264ecf986ca,605,LINK,,2021-07-03 22:01:09
15,Uniswap,23h ago,🤓 Alameda: Elite Dex Trader,0x0f4ee9631f4be0a63756515141281a3e2b293bbe,.4949,YFI,🏦 🤖 Uniswap v3 Pool: YFI-WETH,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,7.39,WETH,,2021-07-03 22:01:09
16,Uniswap,23h ago,🤓 Alameda: Elite Dex Trader,0x0f4ee9631f4be0a63756515141281a3e2b293bbe,"41,975",DAI,🏦 🤖 Uniswap v2 Pool: DAI-WETH,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,19,WETH,,2021-07-03 22:01:09
17,Uniswap,23h ago,🤓 Alameda: Elite Dex Trader,0x0f4ee9631f4be0a63756515141281a3e2b293bbe,"26,287",MATIC,🏦 🤖 Uniswap v3 Pool: MATIC-WETH,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,14,WETH,,2021-07-03 22:01:09
0,0x,2h ago,Dex Trader,0x1a8eac795c480c750696e6d109b25a766dc1043d,266,DAI,🤓 🤖 Wintermute,0xdac17f958d2ee523a2206206994597c13d831ec7,266,USDT,,2021-07-03 22:31:41
1,Uniswap,5h ago,🤓 Alameda: Elite Dex Trader,0x0f4ee9631f4be0a63756515141281a3e2b293bbe,6.53,WETH,🏦 🤖 Uniswap v3 Pool: MATIC-WETH,0x7d1afa7b718fb893db30a3abc0cfc608aacfebb0,"12,762",MATIC,,2021-07-03 22:31:41
2,SushiSwap,7h ago,🤓 Alameda: Elite Dex Trader,0x0f4ee9631f4be0a63756515141281a3e2b293bbe,"6,902",SRM,🏦 🤖 Sushiswap Pool: SRM-WETH,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,10,WETH,,2021-07-03 22:31:41
3,SushiSwap,8h ago,🤓 Alameda: Elite Dex Trader,0x0f4ee9631f4be0a63756515141281a3e2b293bbe,44,COMP,🏦 🤖 Sushiswap Pool: COMP-WETH,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,7.34,WETH,,2021-07-03 22:31:41
4,Uniswap,9h ago,🤓 Alameda: Elite Dex Trader,0x0f4ee9631f4be0a63756515141281a3e2b293bbe,"55,996",USDT,🏦 🤖 Uniswap v2 Pool: WETH-USDT,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,25,WETH,,2021-07-03 22:31:41
5,Uniswap,10h ago,🤓 Alameda: Elite Dex Trader,0x0f4ee9631f4be0a63756515141281a3e2b293bbe,"177,052",USDT,🏦 🤖 Uniswap v2 Pool: WETH-USDT,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,80,WETH,,2021-07-03 22:31:41
6,Uniswap,11h ago,🤓 Alameda: Elite Dex Trader,0x0f4ee9631f4be0a63756515141281a3e2b293bbe,5.89,WETH,🏦 🤖 Uniswap v3 Pool: MATIC-WETH,0x7d1afa7b718fb893db30a3abc0cfc608aacfebb0,"11,581",MATIC,,2021-07-03 22:31:41
7,Uniswap,13h ago,🤓 Alameda: Elite Dex Trader,0x0f4ee9631f4be0a63756515141281a3e2b293bbe,.3546,YFI,🏦 🤖 Uniswap v3 Pool: YFI-WETH,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,5.26,WETH,,2021-07-03 22:31:41
8,Uniswap,13h ago,🤓 Alameda: Elite Dex Trader,0x0f4ee9631f4be0a63756515141281a3e2b293bbe,"59,961",USDT,🏦 🤖 Uniswap v2 Pool: WETH-USDT,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,27,WETH,,2021-07-03 22:31:41
9,Uniswap,21h ago,🤓 Alameda: Elite Dex Trader,0x0f4ee9631f4be0a63756515141281a3e2b293bbe,702,LINK,🏦 🤖 Uniswap v3 Pool: LINK-WETH,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,5.91,WETH,,2021-07-03 22:31:41
10,SushiSwap,22h ago,🤓 Alameda: Elite Dex Trader,0x0f4ee9631f4be0a63756515141281a3e2b293bbe,6.69,WETH,🏦 🤖 Sushiswap Pool: COMP-WETH,0xc00e94cb662c3520282e6f5717214004a7f26888,39,COMP,,2021-07-03 22:31:41
11,Uniswap,22h ago,🤓 Alameda: Elite Dex Trader,0x0f4ee9631f4be0a63756515141281a3e2b293bbe,"41,621",DAI,🏦 🤖 Uniswap v2 Pool: DAI-WETH,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,19,WETH,,2021-07-03 22:31:41
12,Uniswap,23h ago,🤓 Alameda: Elite Dex Trader,0x0f4ee9631f4be0a63756515141281a3e2b293bbe,.43,YFI,🏦 🤖 Uniswap v3 Pool: YFI-WETH,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,6.42,WETH,,2021-07-03 22:31:41
13,SushiSwap,23h ago,🤓 Alameda: Elite Dex Trader,0x0f4ee9631f4be0a63756515141281a3e2b293bbe,5.95,WETH,🏦 🤖 Sushiswap Pool: COMP-WETH,0xc00e94cb662c3520282e6f5717214004a7f26888,35,COMP,,2021-07-03 22:31:41
14,Uniswap,23h ago,🤓 Alameda: Elite Dex Trader,0x0f4ee9631f4be0a63756515141281a3e2b293bbe,5.13,WETH,🏦 🤖 Uniswap v3 Pool: LINK-WETH,0x514910771af9ca656af840dff83e8264ecf986ca,605,LINK,,2021-07-03 22:31:41
15,Uniswap,23h ago,🤓 Alameda: Elite Dex Trader,0x0f4ee9631f4be0a63756515141281a3e2b293bbe,.4949,YFI,🏦 🤖 Uniswap v3 Pool: YFI-WETH,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,7.39,WETH,,2021-07-03 22:31:41
16,Uniswap,24h ago,🤓 Alameda: Elite Dex Trader,0x0f4ee9631f4be0a63756515141281a3e2b293bbe,"41,975",DAI,🏦 🤖 Uniswap v2 Pool: DAI-WETH,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,19,WETH,,2021-07-03 22:31:41
17,Uniswap,24h ago,🤓 Alameda: Elite Dex Trader,0x0f4ee9631f4be0a63756515141281a3e2b293bbe,"26,287",MATIC,🏦 🤖 Uniswap v3 Pool: MATIC-WETH,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,14,WETH,,2021-07-03 22:31:41
0,0x,3h ago,Dex Trader,0x1a8eac795c480c750696e6d109b25a766dc1043d,266,DAI,🤓 🤖 Wintermute,0xdac17f958d2ee523a2206206994597c13d831ec7,266,USDT,,2021-07-03 23:02:19
1,Uniswap,5h ago,🤓 Alameda: Elite Dex Trader,0x0f4ee9631f4be0a63756515141281a3e2b293bbe,6.53,WETH,🏦 🤖 Uniswap v3 Pool: MATIC-WETH,0x7d1afa7b718fb893db30a3abc0cfc608aacfebb0,"12,762",MATIC,,2021-07-03 23:02:19
2,SushiSwap,8h ago,🤓 Alameda: Elite Dex Trader,0x0f4ee9631f4be0a63756515141281a3e2b293bbe,"6,902",SRM,🏦 🤖 Sushiswap Pool: SRM-WETH,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,10,WETH,,2021-07-03 23:02:19
3,SushiSwap,8h ago,🤓 Alameda: Elite Dex Trader,0x0f4ee9631f4be0a63756515141281a3e2b293bbe,44,COMP,🏦 🤖 Sushiswap Pool: COMP-WETH,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,7.34,WETH,,2021-07-03 23:02:19
4,Uniswap,9h ago,🤓 Alameda: Elite Dex Trader,0x0f4ee9631f4be0a63756515141281a3e2b293bbe,"55,996",USDT,🏦 🤖 Uniswap v2 Pool: WETH-USDT,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,25,WETH,,2021-07-03 23:02:19
5,Uniswap,11h ago,🤓 Alameda: Elite Dex Trader,0x0f4ee9631f4be0a63756515141281a3e2b293bbe,"177,052",USDT,🏦 🤖 Uniswap v2 Pool: WETH-USDT,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,80,WETH,,2021-07-03 23:02:19
6,Uniswap,12h ago,🤓 Alameda: Elite Dex Trader,0x0f4ee9631f4be0a63756515141281a3e2b293bbe,5.89,WETH,🏦 🤖 Uniswap v3 Pool: MATIC-WETH,0x7d1afa7b718fb893db30a3abc0cfc608aacfebb0,"11,581",MATIC,,2021-07-03 23:02:19
7,Uniswap,13h ago,🤓 Alameda: Elite Dex Trader,0x0f4ee9631f4be0a63756515141281a3e2b293bbe,.3546,YFI,🏦 🤖 Uniswap v3 Pool: YFI-WETH,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,5.26,WETH,,2021-07-03 23:02:19
8,Uniswap,14h ago,🤓 Alameda: Elite Dex Trader,0x0f4ee9631f4be0a63756515141281a3e2b293bbe,"59,961",USDT,🏦 🤖 Uniswap v2 Pool: WETH-USDT,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,27,WETH,,2021-07-03 23:02:19
9,Uniswap,22h ago,🤓 Alameda: Elite Dex Trader,0x0f4ee9631f4be0a63756515141281a3e2b293bbe,702,LINK,🏦 🤖 Uniswap v3 Pool: LINK-WETH,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,5.91,WETH,,2021-07-03 23:02:19
10,SushiSwap,22h ago,🤓 Alameda: Elite Dex Trader,0x0f4ee9631f4be0a63756515141281a3e2b293bbe,6.69,WETH,🏦 🤖 Sushiswap Pool: COMP-WETH,0xc00e94cb662c3520282e6f5717214004a7f26888,39,COMP,,2021-07-03 23:02:19
11,Uniswap,23h ago,🤓 Alameda: Elite Dex Trader,0x0f4ee9631f4be0a63756515141281a3e2b293bbe,"41,621",DAI,🏦 🤖 Uniswap v2 Pool: DAI-WETH,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,19,WETH,,2021-07-03 23:02:19
12,Uniswap,23h ago,🤓 Alameda: Elite Dex Trader,0x0f4ee9631f4be0a63756515141281a3e2b293bbe,.43,YFI,🏦 🤖 Uniswap v3 Pool: YFI-WETH,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,6.42,WETH,,2021-07-03 23:02:19
13,SushiSwap,23h ago,🤓 Alameda: Elite Dex Trader,0x0f4ee9631f4be0a63756515141281a3e2b293bbe,5.95,WETH,🏦 🤖 Sushiswap Pool: COMP-WETH,0xc00e94cb662c3520282e6f5717214004a7f26888,35,COMP,,2021-07-03 23:02:19
14,Uniswap,24h ago,🤓 Alameda: Elite Dex Trader,0x0f4ee9631f4be0a63756515141281a3e2b293bbe,5.13,WETH,🏦 🤖 Uniswap v3 Pool: LINK-WETH,0x514910771af9ca656af840dff83e8264ecf986ca,605,LINK,,2021-07-03 23:02:19
15,Uniswap,24h ago,🤓 Alameda: Elite Dex Trader,0x0f4ee9631f4be0a63756515141281a3e2b293bbe,.4949,YFI,🏦 🤖 Uniswap v3 Pool: YFI-WETH,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,7.39,WETH,,2021-07-03 23:02:19
16,Uniswap,24h ago,🤓 Alameda: Elite Dex Trader,0x0f4ee9631f4be0a63756515141281a3e2b293bbe,"41,975",DAI,🏦 🤖 Uniswap v2 Pool: DAI-WETH,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,19,WETH,,2021-07-03 23:02:19
17,Uniswap,24h ago,🤓 Alameda: Elite Dex Trader,0x0f4ee9631f4be0a63756515141281a3e2b293bbe,"26,287",MATIC,🏦 🤖 Uniswap v3 Pool: MATIC-WETH,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,14,WETH,,2021-07-03 23:02:19
0,0x,3h ago,Dex Trader,0x1a8eac795c480c750696e6d109b25a766dc1043d,266,DAI,🤓 🤖 Wintermute,0xdac17f958d2ee523a2206206994597c13d831ec7,266,USDT,,2021-07-03 23:33:00
1,Uniswap,6h ago,🤓 Alameda: Elite Dex Trader,0x0f4ee9631f4be0a63756515141281a3e2b293bbe,6.53,WETH,🏦 🤖 Uniswap v3 Pool: MATIC-WETH,0x7d1afa7b718fb893db30a3abc0cfc608aacfebb0,"12,762",MATIC,,2021-07-03 23:33:00
2,SushiSwap,8h ago,🤓 Alameda: Elite Dex Trader,0x0f4ee9631f4be0a63756515141281a3e2b293bbe,"6,902",SRM,🏦 🤖 Sushiswap Pool: SRM-WETH,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,10,WETH,,2021-07-03 23:33:00
3,SushiSwap,9h ago,🤓 Alameda: Elite Dex Trader,0x0f4ee9631f4be0a63756515141281a3e2b293bbe,44,COMP,🏦 🤖 Sushiswap Pool: COMP-WETH,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,7.34,WETH,,2021-07-03 23:33:00
4,Uniswap,10h ago,🤓 Alameda: Elite Dex Trader,0x0f4ee9631f4be0a63756515141281a3e2b293bbe,"55,996",USDT,🏦 🤖 Uniswap v2 Pool: WETH-USDT,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,25,WETH,,2021-07-03 23:33:00
5,Uniswap,11h ago,🤓 Alameda: Elite Dex Trader,0x0f4ee9631f4be0a63756515141281a3e2b293bbe,"177,052",USDT,🏦 🤖 Uniswap v2 Pool: WETH-USDT,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,80,WETH,,2021-07-03 23:33:00
6,Uniswap,12h ago,🤓 Alameda: Elite Dex Trader,0x0f4ee9631f4be0a63756515141281a3e2b293bbe,5.89,WETH,🏦 🤖 Uniswap v3 Pool: MATIC-WETH,0x7d1afa7b718fb893db30a3abc0cfc608aacfebb0,"11,581",MATIC,,2021-07-03 23:33:00
7,Uniswap,14h ago,🤓 Alameda: Elite Dex Trader,0x0f4ee9631f4be0a63756515141281a3e2b293bbe,.3546,YFI,🏦 🤖 Uniswap v3 Pool: YFI-WETH,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,5.26,WETH,,2021-07-03 23:33:00
8,Uniswap,14h ago,🤓 Alameda: Elite Dex Trader,0x0f4ee9631f4be0a63756515141281a3e2b293bbe,"59,961",USDT,🏦 🤖 Uniswap v2 Pool: WETH-USDT,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,27,WETH,,2021-07-03 23:33:00
9,Uniswap,22h ago,🤓 Alameda: Elite Dex Trader,0x0f4ee9631f4be0a63756515141281a3e2b293bbe,702,LINK,🏦 🤖 Uniswap v3 Pool: LINK-WETH,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,5.91,WETH,,2021-07-03 23:33:00
10,SushiSwap,23h ago,🤓 Alameda: Elite Dex Trader,0x0f4ee9631f4be0a63756515141281a3e2b293bbe,6.69,WETH,🏦 🤖 Sushiswap Pool: COMP-WETH,0xc00e94cb662c3520282e6f5717214004a7f26888,39,COMP,,2021-07-03 23:33:00
11,Uniswap,24h ago,🤓 Alameda: Elite Dex Trader,0x0f4ee9631f4be0a63756515141281a3e2b293bbe,"41,621",DAI,🏦 🤖 Uniswap v2 Pool: DAI-WETH,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,19,WETH,,2021-07-03 23:33:00
12,Uniswap,24h ago,🤓 Alameda: Elite Dex Trader,0x0f4ee9631f4be0a63756515141281a3e2b293bbe,.43,YFI,🏦 🤖 Uniswap v3 Pool: YFI-WETH,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,6.42,WETH,,2021-07-03 23:33:00
13,SushiSwap,24h ago,🤓 Alameda: Elite Dex Trader,0x0f4ee9631f4be0a63756515141281a3e2b293bbe,5.95,WETH,🏦 🤖 Sushiswap Pool: COMP-WETH,0xc00e94cb662c3520282e6f5717214004a7f26888,35,COMP,,2021-07-03 23:33:00
14,Uniswap,24h ago,🤓 Alameda: Elite Dex Trader,0x0f4ee9631f4be0a63756515141281a3e2b293bbe,5.13,WETH,🏦 🤖 Uniswap v3 Pool: LINK-WETH,0x514910771af9ca656af840dff83e8264ecf986ca,605,LINK,,2021-07-03 23:33:00
0,Uniswap,54m ago,🤓 Alameda: Elite Dex Trader,0x0f4ee9631f4be0a63756515141281a3e2b293bbe,"11,535",MATIC,🏦 🤖 Uniswap v3 Pool: MATIC-WETH,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,5.84,WETH,,2021-07-04 00:03:41
1,0x,4h ago,Dex Trader,0x1a8eac795c480c750696e6d109b25a766dc1043d,266,DAI,🤓 🤖 Wintermute,0xdac17f958d2ee523a2206206994597c13d831ec7,266,USDT,,2021-07-04 00:03:41
2,Uniswap,6h ago,🤓 Alameda: Elite Dex Trader,0x0f4ee9631f4be0a63756515141281a3e2b293bbe,6.53,WETH,🏦 🤖 Uniswap v3 Pool: MATIC-WETH,0x7d1afa7b718fb893db30a3abc0cfc608aacfebb0,"12,762",MATIC,,2021-07-04 00:03:41
3,SushiSwap,9h ago,🤓 Alameda: Elite Dex Trader,0x0f4ee9631f4be0a63756515141281a3e2b293bbe,"6,902",SRM,🏦 🤖 Sushiswap Pool: SRM-WETH,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,10,WETH,,2021-07-04 00:03:41
4,SushiSwap,9h ago,🤓 Alameda: Elite Dex Trader,0x0f4ee9631f4be0a63756515141281a3e2b293bbe,44,COMP,🏦 🤖 Sushiswap Pool: COMP-WETH,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,7.34,WETH,,2021-07-04 00:03:41
5,Uniswap,10h ago,🤓 Alameda: Elite Dex Trader,0x0f4ee9631f4be0a63756515141281a3e2b293bbe,"55,996",USDT,🏦 🤖 Uniswap v2 Pool: WETH-USDT,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,25,WETH,,2021-07-04 00:03:41
6,Uniswap,12h ago,🤓 Alameda: Elite Dex Trader,0x0f4ee9631f4be0a63756515141281a3e2b293bbe,"177,052",USDT,🏦 🤖 Uniswap v2 Pool: WETH-USDT,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,80,WETH,,2021-07-04 00:03:41
7,Uniswap,13h ago,🤓 Alameda: Elite Dex Trader,0x0f4ee9631f4be0a63756515141281a3e2b293bbe,5.89,WETH,🏦 🤖 Uniswap v3 Pool: MATIC-WETH,0x7d1afa7b718fb893db30a3abc0cfc608aacfebb0,"11,581",MATIC,,2021-07-04 00:03:41
8,Uniswap,14h ago,🤓 Alameda: Elite Dex Trader,0x0f4ee9631f4be0a63756515141281a3e2b293bbe,.3546,YFI,🏦 🤖 Uniswap v3 Pool: YFI-WETH,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,5.26,WETH,,2021-07-04 00:03:41
9,Uniswap,15h ago,🤓 Alameda: Elite Dex Trader,0x0f4ee9631f4be0a63756515141281a3e2b293bbe,"59,961",USDT,🏦 🤖 Uniswap v2 Pool: WETH-USDT,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,27,WETH,,2021-07-04 00:03:41
10,Uniswap,23h ago,🤓 Alameda: Elite Dex Trader,0x0f4ee9631f4be0a63756515141281a3e2b293bbe,702,LINK,🏦 🤖 Uniswap v3 Pool: LINK-WETH,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,5.91,WETH,,2021-07-04 00:03:41
11,SushiSwap,23h ago,🤓 Alameda: Elite Dex Trader,0x0f4ee9631f4be0a63756515141281a3e2b293bbe,6.69,WETH,🏦 🤖 Sushiswap Pool: COMP-WETH,0xc00e94cb662c3520282e6f5717214004a7f26888,39,COMP,,2021-07-04 00:03:41
12,Uniswap,24h ago,🤓 Alameda: Elite Dex Trader,0x0f4ee9631f4be0a63756515141281a3e2b293bbe,"41,621",DAI,🏦 🤖 Uniswap v2 Pool: DAI-WETH,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,19,WETH,,2021-07-04 00:03:41
13,Uniswap,24h ago,🤓 Alameda: Elite Dex Trader,0x0f4ee9631f4be0a63756515141281a3e2b293bbe,.43,YFI,🏦 🤖 Uniswap v3 Pool: YFI-WETH,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,6.42,WETH,,2021-07-04 00:03:41
14,SushiSwap,24h ago,🤓 Alameda: Elite Dex Trader,0x0f4ee9631f4be0a63756515141281a3e2b293bbe,5.95,WETH,🏦 🤖 Sushiswap Pool: COMP-WETH,0xc00e94cb662c3520282e6f5717214004a7f26888,35,COMP,,2021-07-04 00:03:41
0,Uniswap,41m ago,🤓 Alameda: Elite Dex Trader,0x0f4ee9631f4be0a63756515141281a3e2b293bbe,"36,579",DAI,🏦 🤖 Uniswap v3 Pool: DAI-WETH,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,16,WETH,,2021-07-04 00:34:33
1,Uniswap,41m ago,🤓 Alameda: Elite Dex Trader,0x0f4ee9631f4be0a63756515141281a3e2b293bbe,"9,270",MATIC,🏦 🤖 Uniswap v3 Pool: MATIC-WETH,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,4.66,WETH,,2021-07-04 00:34:33
2,Uniswap,1h ago,🤓 Alameda: Elite Dex Trader,0x0f4ee9631f4be0a63756515141281a3e2b293bbe,"11,535",MATIC,🏦 🤖 Uniswap v3 Pool: MATIC-WETH,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,5.84,WETH,,2021-07-04 00:34:33
3,0x,4h ago,Dex Trader,0x1a8eac795c480c750696e6d109b25a766dc1043d,266,DAI,🤓 🤖 Wintermute,0xdac17f958d2ee523a2206206994597c13d831ec7,266,USDT,,2021-07-04 00:34:33
